full_match,partial_match,total,date
1034,222,1256,2026-05-27
1155,257,1412,2026-05-28
1169,288,1457,2026-05-29
1375,324,1699,2026-05-30
1403,364,1767,2026-05-31
1429,415,1844,2026-06-01
1581,473,2054,2026-06-02
1754,509,2263,2026-06-03
1831,562,2393,2026-06-04
1833,591,2424,2026-06-05
1844,628,2472,2026-06-06
1869,659,2528,2026-06-07
1876,701,2577,2026-06-08
1879,737,2616,2026-06-09
1880,779,2659,2026-06-10
1887,816,2703,2026-06-11
1890,858,2748,2026-06-12
1895,883,2778,2026-06-13
1898,918,2816,2026-06-14
1910,959,2869,2026-06-15
1956,987,2943,2026-06-16
1961,1002,2963,2026-06-17
1971,1026,2997,2026-06-18
1977,1053,3030,2026-06-19
1994,1077,3071,2026-06-20
2003,1135,3138,2026-06-21
2013,1174,3187,2026-06-22
2017,1225,3242,2026-06-23
2029,1261,3290,2026-06-24
2035,1309,3344,2026-06-25
2043,1344,3387,2026-06-26
2050,1358,3408,2026-06-27
2072,1361,3433,2026-06-28
2073,1363,3436,2026-06-29
2094,1394,3488,2026-06-30
2103,1443,3546,2026-07-01
2117,1444,3561,2026-07-02
2128,1447,3575,2026-07-03
2139,1450,3589,2026-07-04
2149,1453,3602,2026-07-05
2156,1453,3609,2026-07-06
2156,1453,3609,2026-07-07
2156,1453,3609,2026-07-08
2156,1453,3609,2026-07-09
2156,1453,3609,2026-07-10
2156,1453,3609,2026-07-11
