full_match,partial_match,total,date
0,9,9,2026-05-27
0,9,9,2026-05-28
0,9,9,2026-05-29
0,9,9,2026-05-30
0,9,9,2026-05-31
0,9,9,2026-06-01
0,9,9,2026-06-02
0,9,9,2026-06-03
0,9,9,2026-06-04
0,9,9,2026-06-05
0,9,9,2026-06-06
0,9,9,2026-06-07
0,9,9,2026-06-08
0,9,9,2026-06-09
0,9,9,2026-06-10
0,9,9,2026-06-11
0,9,9,2026-06-12
0,9,9,2026-06-13
0,9,9,2026-06-14
0,9,9,2026-06-15
0,9,9,2026-06-16
0,9,9,2026-06-17
0,9,9,2026-06-18
0,9,9,2026-06-19
0,9,9,2026-06-20
0,9,9,2026-06-21
0,9,9,2026-06-22
0,9,9,2026-06-23
0,9,9,2026-06-24
5,9,14,2026-06-25
5,9,14,2026-06-26
5,9,14,2026-06-27
5,9,14,2026-06-28
5,9,14,2026-06-29
5,9,14,2026-06-30
5,9,14,2026-07-01
6,9,15,2026-07-02
6,9,15,2026-07-03
6,9,15,2026-07-04
6,9,15,2026-07-05
6,9,15,2026-07-06
6,9,15,2026-07-07
6,9,15,2026-07-08
6,9,15,2026-07-09
6,9,15,2026-07-10
6,9,15,2026-07-11
6,9,15,2026-07-12
6,9,15,2026-07-13
6,9,15,2026-07-14
