full_match,partial_match,total,date
5,0,5,2026-05-27
5,0,5,2026-05-28
8,0,8,2026-05-29
8,0,8,2026-05-30
8,0,8,2026-05-31
8,0,8,2026-06-01
14,1,15,2026-06-02
14,2,16,2026-06-03
14,3,17,2026-06-04
18,5,23,2026-06-05
19,8,27,2026-06-06
19,8,27,2026-06-07
19,8,27,2026-06-08
22,8,30,2026-06-09
29,10,39,2026-06-10
29,10,39,2026-06-11
30,11,41,2026-06-12
31,12,43,2026-06-13
31,12,43,2026-06-14
31,12,43,2026-06-15
31,12,43,2026-06-16
31,12,43,2026-06-17
31,13,44,2026-06-18
34,13,47,2026-06-19
34,13,47,2026-06-20
34,13,47,2026-06-21
34,13,47,2026-06-22
34,13,47,2026-06-23
34,14,48,2026-06-24
34,16,50,2026-06-25
34,16,50,2026-06-26
34,16,50,2026-06-27
34,16,50,2026-06-28
34,16,50,2026-06-29
34,16,50,2026-06-30
38,16,54,2026-07-01
38,16,54,2026-07-02
38,16,54,2026-07-03
38,16,54,2026-07-04
38,16,54,2026-07-05
38,16,54,2026-07-06
38,16,54,2026-07-07
38,16,54,2026-07-08
38,16,54,2026-07-09
38,16,54,2026-07-10
38,16,54,2026-07-11
38,16,54,2026-07-12
38,16,54,2026-07-13
38,16,54,2026-07-14
38,16,54,2026-07-15
38,16,54,2026-07-16
55,21,76,2026-07-17
60,21,81,2026-07-18
60,21,81,2026-07-19
60,21,81,2026-07-20
60,21,81,2026-07-21
60,22,82,2026-07-22
60,22,82,2026-07-23
60,22,82,2026-07-24
60,22,82,2026-07-25
63,22,85,2026-07-26
70,22,92,2026-07-27
70,22,92,2026-07-28
70,22,92,2026-07-29
70,22,92,2026-07-30
70,22,92,2026-07-31
70,22,92,2026-08-01
70,22,92,2026-08-02
70,22,92,2026-08-03
70,22,92,2026-08-04
70,22,92,2026-08-05
70,22,92,2026-08-06
70,23,93,2026-08-07
70,23,93,2026-08-08
79,23,102,2026-08-09
79,23,102,2026-08-10
79,23,102,2026-08-11
103,36,139,2026-08-12
107,36,143,2026-08-13
107,36,143,2026-08-14
107,36,143,2026-08-15
115,36,151,2026-08-16
115,36,151,2026-08-17
116,36,152,2026-08-18
124,36,160,2026-08-19
124,36,160,2026-08-20
130,36,166,2026-08-21
