full_match,partial_match,total,date
434,112,546,2023-04-11
434,112,546,2023-04-12
434,112,546,2023-04-13
434,112,546,2023-04-14
434,112,546,2023-04-15
434,112,546,2023-04-16
434,112,546,2023-04-17
434,112,546,2023-04-18
436,112,548,2023-04-19
436,114,550,2023-04-20
439,114,553,2023-04-21
439,114,553,2023-04-22
439,114,553,2023-04-23
439,114,553,2023-04-24
439,114,553,2023-04-25
439,114,553,2023-04-26
439,114,553,2023-04-27
439,114,553,2023-04-28
442,114,556,2023-04-29
444,114,558,2023-04-30
446,114,560,2023-05-01
446,114,560,2023-05-02
446,121,567,2023-05-03
446,121,567,2023-05-04
446,121,567,2023-05-05
446,126,572,2023-05-06
446,126,572,2023-05-07
446,127,573,2023-05-08
446,127,573,2023-05-09
461,127,588,2023-05-10
461,127,588,2023-05-11
462,127,589,2023-05-12
464,127,591,2023-05-13
466,127,593,2023-05-14
466,127,593,2023-05-15
471,127,598,2023-05-16
474,127,601,2023-05-17
474,127,601,2023-05-18
