full_match,partial_match,total,date
1,0,1,2026-05-27
6,0,6,2026-05-28
6,9,15,2026-05-29
6,18,24,2026-05-30
6,18,24,2026-05-31
7,18,25,2026-06-01
7,21,28,2026-06-02
12,35,47,2026-06-03
13,37,50,2026-06-04
13,37,50,2026-06-05
13,37,50,2026-06-06
13,37,50,2026-06-07
13,37,50,2026-06-08
13,37,50,2026-06-09
13,37,50,2026-06-10
14,37,51,2026-06-11
14,38,52,2026-06-12
20,38,58,2026-06-13
20,38,58,2026-06-14
20,38,58,2026-06-15
20,38,58,2026-06-16
20,38,58,2026-06-17
24,38,62,2026-06-18
24,38,62,2026-06-19
24,53,77,2026-06-20
24,53,77,2026-06-21
24,53,77,2026-06-22
24,53,77,2026-06-23
26,67,93,2026-06-24
26,67,93,2026-06-25
26,67,93,2026-06-26
26,67,93,2026-06-27
26,67,93,2026-06-28
26,67,93,2026-06-29
27,67,94,2026-06-30
28,71,99,2026-07-01
30,71,101,2026-07-02
34,71,105,2026-07-03
34,71,105,2026-07-04
35,71,106,2026-07-05
35,71,106,2026-07-06
35,71,106,2026-07-07
35,71,106,2026-07-08
35,71,106,2026-07-09
35,71,106,2026-07-10
35,71,106,2026-07-11
35,71,106,2026-07-12
35,71,106,2026-07-13
35,71,106,2026-07-14
35,71,106,2026-07-15
35,71,106,2026-07-16
90,75,165,2026-07-17
94,75,169,2026-07-18
94,75,169,2026-07-19
94,75,169,2026-07-20
94,75,169,2026-07-21
94,75,169,2026-07-22
94,75,169,2026-07-23
94,75,169,2026-07-24
