full_match,partial_match,total,date
36,3,39,2023-04-11
36,3,39,2023-04-12
36,3,39,2023-04-13
36,3,39,2023-04-14
36,3,39,2023-04-15
36,3,39,2023-04-16
36,3,39,2023-04-17
36,3,39,2023-04-18
36,3,39,2023-04-19
36,3,39,2023-04-20
36,3,39,2023-04-21
36,3,39,2023-04-22
36,3,39,2023-04-23
36,3,39,2023-04-24
36,3,39,2023-04-25
36,3,39,2023-04-26
36,3,39,2023-04-27
36,3,39,2023-04-28
36,3,39,2023-04-29
36,3,39,2023-04-30
36,3,39,2023-05-01
36,3,39,2023-05-02
36,3,39,2023-05-03
36,3,39,2023-05-04
36,3,39,2023-05-05
36,3,39,2023-05-06
36,3,39,2023-05-07
36,3,39,2023-05-08
36,3,39,2023-05-09
36,3,39,2023-05-10
36,3,39,2023-05-11
36,3,39,2023-05-12
36,3,39,2023-05-13
36,3,39,2023-05-14
36,3,39,2023-05-15
36,3,39,2023-05-16
36,3,39,2023-05-17
36,3,39,2023-05-18
50,3,53,2023-05-19
50,3,53,2023-05-20
50,3,53,2023-05-21
50,3,53,2023-05-22
50,3,53,2023-05-23
51,5,56,2023-05-24
51,5,56,2023-05-25
51,5,56,2023-05-26
51,5,56,2023-05-27
51,5,56,2023-05-28
51,5,56,2023-05-29
51,5,56,2023-05-30
51,5,56,2023-05-31
51,5,56,2023-06-01
51,5,56,2023-06-02
51,5,56,2023-06-03
51,5,56,2023-06-04
51,5,56,2023-06-05
51,5,56,2023-06-06
51,5,56,2023-06-07
53,5,58,2023-06-08
53,5,58,2023-06-09
53,5,58,2023-06-10
53,5,58,2023-06-11
53,5,58,2023-06-12
53,5,58,2023-06-13
53,5,58,2023-06-14
53,5,58,2023-06-15
53,5,58,2023-06-16
53,5,58,2023-06-17
53,5,58,2023-06-18
53,5,58,2023-06-19
54,5,59,2023-06-20
54,5,59,2023-06-21
54,5,59,2023-06-22
56,5,61,2023-06-23
58,5,63,2023-06-24
58,5,63,2023-06-25
58,5,63,2023-06-26
58,5,63,2023-06-27
61,5,66,2023-06-28
61,5,66,2023-06-29
61,5,66,2023-06-30
61,5,66,2023-07-01
61,5,66,2023-07-02
61,5,66,2023-07-03
61,5,66,2023-07-04
