full_match,partial_match,total,date
25,10,35,2026-05-27
28,11,39,2026-05-28
152,53,205,2026-05-29
153,54,207,2026-05-30
154,54,208,2026-05-31
158,55,213,2026-06-01
159,56,215,2026-06-02
165,62,227,2026-06-03
168,63,231,2026-06-04
170,63,233,2026-06-05
171,63,234,2026-06-06
172,70,242,2026-06-07
173,70,243,2026-06-08
178,70,248,2026-06-09
184,70,254,2026-06-10
184,70,254,2026-06-11
188,70,258,2026-06-12
190,71,261,2026-06-13
191,73,264,2026-06-14
196,73,269,2026-06-15
196,73,269,2026-06-16
197,74,271,2026-06-17
209,74,283,2026-06-18
215,76,291,2026-06-19
218,76,294,2026-06-20
219,77,296,2026-06-21
219,77,296,2026-06-22
222,77,299,2026-06-23
235,82,317,2026-06-24
237,82,319,2026-06-25
238,82,320,2026-06-26
238,82,320,2026-06-27
238,82,320,2026-06-28
241,82,323,2026-06-29
241,90,331,2026-06-30
244,91,335,2026-07-01
244,104,348,2026-07-02
246,105,351,2026-07-03
247,105,352,2026-07-04
247,105,352,2026-07-05
251,105,356,2026-07-06
251,105,356,2026-07-07
251,105,356,2026-07-08
251,105,356,2026-07-09
251,105,356,2026-07-10
251,105,356,2026-07-11
251,105,356,2026-07-12
251,105,356,2026-07-13
251,105,356,2026-07-14
251,105,356,2026-07-15
251,105,356,2026-07-16
541,107,648,2026-07-17
542,107,649,2026-07-18
542,107,649,2026-07-19
547,107,654,2026-07-20
548,107,655,2026-07-21
553,107,660,2026-07-22
553,107,660,2026-07-23
553,107,660,2026-07-24
