full_match,partial_match,total,date
18,1,19,2024-04-06
18,1,19,2024-04-07
18,1,19,2024-04-08
18,1,19,2024-04-09
18,1,19,2024-04-10
19,4,23,2024-04-11
19,4,23,2024-04-12
39,0,39,2024-04-13
39,0,39,2024-04-14
39,0,39,2024-04-15
39,0,39,2024-04-16
39,0,39,2024-04-17
39,0,39,2024-04-18
39,0,39,2024-04-19
39,0,39,2024-04-20
39,0,39,2024-04-21
40,0,40,2024-04-22
40,0,40,2024-04-23
40,0,40,2024-04-24
40,0,40,2024-04-30
40,0,40,2024-05-01
40,0,40,2024-05-02
40,0,40,2024-05-03
41,0,41,2024-05-04
41,0,41,2024-05-05
41,0,41,2024-05-06
41,0,41,2024-05-07
41,0,41,2024-05-08
41,0,41,2024-05-09
41,0,41,2024-05-10
41,0,41,2024-05-11
41,0,41,2024-05-12
41,0,41,2024-05-13
41,0,41,2024-05-14
41,0,41,2024-05-15
41,0,41,2024-05-16
41,0,41,2024-05-17
41,0,41,2024-05-18
41,0,41,2024-05-19
41,0,41,2024-05-20
41,0,41,2024-05-21
41,0,41,2024-05-22
41,0,41,2024-05-23
41,0,41,2024-05-24
41,0,41,2024-05-25
41,0,41,2024-05-26
41,0,41,2024-05-27
43,1,44,2024-05-28
43,1,44,2024-05-29
43,1,44,2024-05-30
43,1,44,2024-05-31
43,1,44,2024-06-01
43,1,44,2024-06-02
43,1,44,2024-06-03
43,1,44,2024-06-04
43,1,44,2024-06-05
43,1,44,2024-06-06
44,2,46,2024-06-07
44,6,50,2024-06-16
44,6,50,2024-06-17
44,6,50,2024-06-18
44,6,50,2024-06-19
44,6,50,2024-06-20
44,6,50,2024-06-21
44,6,50,2024-06-22
44,6,50,2024-06-23
44,6,50,2024-06-24
44,6,50,2024-06-25
44,6,50,2024-06-26
44,6,50,2024-06-27
44,6,50,2024-06-28
44,6,50,2024-06-29
44,6,50,2024-06-30
44,6,50,2024-07-01
44,6,50,2024-07-02
44,6,50,2024-07-03
44,6,50,2024-07-04
44,6,50,2024-07-05
44,6,50,2024-07-06
44,6,50,2024-07-07
44,6,50,2024-07-08
44,6,50,2024-07-09
44,6,50,2024-07-10
44,6,50,2024-07-11
44,6,50,2024-07-12
44,6,50,2024-07-13
44,6,50,2024-07-14
44,6,50,2024-07-15
44,6,50,2024-07-16
44,6,50,2024-07-17
44,6,50,2024-07-18
44,6,50,2024-07-19
44,6,50,2024-07-20
44,6,50,2024-07-21
44,6,50,2024-07-22
44,6,50,2024-07-23
44,6,50,2024-07-24
44,6,50,2024-07-25
44,6,50,2024-07-26
44,6,50,2024-07-27
44,6,50,2024-07-28
44,6,50,2024-07-29
44,6,50,2024-07-30
44,6,50,2024-07-31
44,6,50,2024-08-01
44,6,50,2024-08-02
44,6,50,2024-08-03
44,6,50,2024-08-04
44,6,50,2024-08-05
44,6,50,2024-08-06
44,6,50,2024-08-07
44,6,50,2024-08-08
44,6,50,2024-08-09
44,6,50,2024-08-10
44,6,50,2024-08-11
44,6,50,2024-08-12
44,6,50,2024-08-13
44,6,50,2024-08-14
44,2,46,2024-08-15
44,2,46,2024-08-16
44,2,46,2024-08-17
44,2,46,2024-08-18
44,2,46,2024-08-19
44,2,46,2024-08-20
44,2,46,2024-08-21
44,2,46,2024-08-22
44,2,46,2024-08-23
44,2,46,2024-08-24
44,2,46,2024-08-25
44,2,46,2024-08-26
44,2,46,2024-08-27
44,2,46,2024-08-28
44,2,46,2024-08-29
